title,price_in_aed,kilometers,body_condition,mechanical_condition,seller_type,body_type,no_of_cylinders,transmission_type,regional_specs,horsepower,fuel_type,steering_side,year,color,emirate,motors_trim,company,model,date_posted
Mercedes Benz G500 Full Option 2005 مرسيدس بينز جي 500  ‏‎‏,"105,000",191000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,Japanese Specs,200 - 300 HP,Gasoline,Left Hand Side,2005,White, Dubai,G 500,mercedes-benz,g-class,4/1/2022
BMW 530I M PACKAGE MASTER CLASS NIGHT VISION UNDER WARRANTY TELL 27/9/2024 AND SERVICE CONTRACT GCC,"169,000",71000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2018,Blue, Dubai,530i M-Kit,bmw,5-series,11/5/2022
F-150 RAPTOR 2019 V-06 / CLEAN CAR / WITH WARRANTY,"240,000",45972,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,6,Automatic Transmission,Other,300 - 400 HP,Gasoline,Left Hand Side,2019,Grey, Sharjah,SVT Raptor,ford,f-series-pickup,7/3/2022
AED1349/month | 2019 Mitsubishi Pajero GLS 3.8L | GCC specifications | Ref#10219,"89,900",67428,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2019,Brown, Dubai,GLS,mitsubishi,pajero,1/5/2022
"WARRANTY + SERVICE UNTIL OCT 2022 || Rolls-Royce Phantom 2019 Red-Beige 1,000 KM","1,950,000",1000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,12,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2019,Red, Dubai,Standard,rolls-royce,phantom,10/8/2021
Inspected Car | 2013 GMC Yukon Denali 6.2L | GCC Specifications | Ref#12697,"64,000",101519,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2013,Black, Dubai,Denali,gmc,yukon,27/04/2022
AWESOME WHITE AUDI A7 ** V6 3.0 SUPERCHARGED ** S-LINE ** TOP OPTIONS ** 100% ACCIDENTS FREE ** GCC,"75,000",85000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013,White, Dubai,Special Edition,audi,a7,26/04/2022
Q7 S-LINE. Top of Range. Excellent Condition,"68,000",150000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015,Brown, Dubai,S-line,audi,q7,11/5/2022
PLATINUM 4×4 warranty اوراق جمارك  ايرباك وكالة,"155,000",32000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2020,Blue, Sharjah,Luxury,infiniti,q80,23/04/2022
C350 FULL OPTION 2013,"43,000",100000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2013,Black, Ajman,C350,mercedes-benz,c-class,1/5/2022
"Nissan Xterra Fully Loaded 2015 model, No accidents, Original paint","74,500",133000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015,Black, Dubai,S Off Road Pack,nissan,xterra,9/5/2022
Nissan Patrol LE 400 BHP V8 in immaculate condition for sell,"79,000",124580,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013,Silver, Dubai,LE,nissan,patrol,12/5/2022
BMW 730Li,"85,000",189000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015,Tan, Dubai,730Li,bmw,7-series,5/5/2022
BMW 535I German Specs,"35,000",129964,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,European Specs,200 - 300 HP,Gasoline,Left Hand Side,2011,Grey, Dubai,535i,bmw,5-series,8/5/2022
MERCEDES BENZ E350 // FRESH JAPAN IMPORTED // LOW MILEAGE,"54,500",91000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,Japanese Specs,300 - 400 HP,Gasoline,Left Hand Side,2011,Black, Dubai,E 350,mercedes-benz,e-class,20/11/2021
"CADILLAC ESCALADE 2019 - 27,000 km - GCC - UNDER WARRANTY - PERFECT CONDITION","245,000",27000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2019,White, Dubai,Premium,cadillac,escalade,8/5/2022
"2018 Toyota Prado VXR SUV 4.0L 6Cyl 271hp//LOW KM// 2,506 AED //ASSURED QUALITY","152,900",68000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2018,White, Dubai,VX TOP NAV,toyota,prado,28/02/2022
Under Warranty GLS 500 Only 37K KMS,"299,000",37000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2019,Black, Dubai,GLS 500,mercedes-benz,gls-class,12/5/2022
bmw 323 2010,"16,000",273000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2010,White, Sharjah,323i,bmw,3-series,27/04/2022
jeep 2014 v6 full options,"54,000",118000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,North American Specs,Unknown,Gasoline,Left Hand Side,2014,Grey, Sharjah,Other,jeep,grand-cherokee,25/03/2021
Volkswagen Passat 2014 Full Option Sport Edition GCC Spec Single Owner Used Car For Sale,"32,000",96000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2014,Grey, Dubai,Highline Plus,volkswagen,passat,21/04/2022
Focus ST 2018 under agency warranty and service contract,"73,000",43000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4,Manual Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2018,Other Color, Dubai,ST,ford,focus,14/04/2022
(LHD) Toyota Hilux 4.0P Adventure AT MY2021 WHITE (VC: C3j),"142,000",0,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,6,Automatic Transmission,Other,150 - 200 HP,Gasoline,Left Hand Side,2021,White, Dubai,Other,toyota,hilux,16/03/2021
Fiat abarth,"38,000",96000,Perfect inside and out,Perfect inside and out,Owner,Coupe,4,Manual Transmission,Japanese Specs,150 - 200 HP,Gasoline,Left Hand Side,2012,Red,Ajman,Other,fiat,500x,6/5/2022
BMW 750LI XDRIVE 2016 GCC CAR FULL SERVICE HISTORY FOR 159K AED WITH FREE SERVICE CONTRACT TILL 2023,"159,000",117000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2016,White, Dubai,750Li xDrive,bmw,7-series,18/03/2022
Cadillac ATS 2015,"48,000",142000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2015,Red, Ajman,Other,cadillac,ats,24/03/2022
Stunning low mileage 7 seater GCC Explorer in superb condition and expat driven,"34,000",128000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013,White, Dubai,XLT,ford,explorer,12/5/2022
AED1020/Month | 2020 Kia Cerato 1.6L | Full Kia Service | GCC specs | Ref#9982,"68,000",73298,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2020,White, Dubai,Other,kia,cerato,24/03/2022
V6 Mustang with 20 inch rims,"59,000",166666,"Normal wear & tear, a few issues",Perfect inside and out,Owner,Coupe,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2015,Yellow, Ras Al Khaimah,Standard V6,ford,mustang,13/05/2022
CLS 400 GCC طلبيه خاصه ديزانيو 78000 KM,"166,000",78000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017,Black, Dubai,CLS 400,mercedes-benz,cls-class,15/03/2022
Mini Cooper S AWD Countryman perfect Condition,"150,000",30000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2020,White, Dubai,S 4WD,mini,countryman,26/04/2022
AED3975/month | 2019 Maserati Levante 3.0L | Full Maserati Service History | GCC | Ref#10134,"265,000",49115,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2019,Blue, Dubai,Other,maserati,levante,31/03/2022
Rogue SV,"110,000",7600,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2021,Burgundy, Sharjah,Standard,nissan,rogue,24/02/2022
Lady driven slk 200 very clean convertible roof,"28,900",115000,Perfect inside and out,Perfect inside and out,Owner,Hard Top Convertible,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2006,Red, Dubai,SLK 200 Kompressor,mercedes-benz,slk-class,27/04/2022
MERCEDES C300 AMG 2020 (fully loaded),"145,000",18000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2020,Blue, Dubai,C300 Luxury,mercedes-benz,c-class,13/05/2022
Mercedes-Benz E 300 GCC 2022 5-Years Warranty,"355,000",39,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,,Black, Dubai,E 300,mercedes-benz,e-class,30/03/2022
2018 Alfa Romeo Guilia,"99,000",31000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2018,White, Dubai,Standard,alfa-romeo,giulia,12/5/2022
BRAND NEW 2022  BENTLEY CONTINENTAL GTC V8 l WARRANTY+SERVICE [ABU-DHABI SHOWROOM],"1,229,000",79,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,8,Automatic Transmission,Other,500 - 600 HP,Gasoline,Left Hand Side,,White, Dubai,GTC,bentley,continental,7/5/2022
nissan patrol,"289,000",500,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2021,White, Dubai,LE Titanium,nissan,patrol,30/01/2022
nissan patrol,"98,000",200000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014,White, Abu Dhabi,SE,nissan,patrol,4/4/2022
"3,174  / 24 month | 0% DP | Mustang GT / Full Service History","65,000",133000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2013,Blue, Dubai,GT,ford,mustang,4/2/2022
BOXSTER SPYDER 2022 BRAND NEW - FACTORY WARRANTY - PDK - ONLY ONE AVAILABLE IN UAE,"568,000",0,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,6,Automatic Transmission,European Specs,400 - 500 HP,Gasoline,Left Hand Side,,Blue, Dubai,Other,porsche,718-spyder,27/04/2022
(LHD) Mercedes Benz GLE Coupe 63 4.0P AT MY2021-White (VC: GLECoupe4.0P_1) (Export Price - 570K AED),"570,000",0,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,Other,600 - 700 HP,Gasoline,Left Hand Side,2021,Other Color, Dubai,Other,mercedes-benz,gle-coupe,16/02/2022
Honda Accord 2016 GCC Original Paint No Accident Excellent Condition,"47,000",173000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2016,White, Dubai,LX,honda,accord,11/5/2022
Inspected Car | 2014 Cadillac Escalade Premium 6.2L | GCC Specifications | Ref#10364,"71,000",152076,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2014,Black, Dubai,Premium,cadillac,escalade,26/04/2022
Honda CR-V Touring 2020 | Agency Warranty/Service | GCC,"118,000",22000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2020,Red, Dubai,Touring,honda,cr-v,8/12/2021
"Cash Only: 199,000 AED l Aston Martin DB9 6.0 V12 / RMA Motors Trade In Stock","199,000",64500,Perfect inside and out,Perfect inside and out,Dealer,Coupe,12,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2008,Gold, Dubai,Other,aston-martin,db9,1/4/2022
AED587/month | 2018 Nissan Sentra 1.6L | GCC Specifications | Ref#12273,"32,000",119224,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2018,White, Dubai,Other,nissan,sentra,24/04/2022
Nissan Altima 2016 very clean car,"27,000",200000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,Other,200 - 300 HP,Gasoline,Left Hand Side,2016,Black, Dubai,Other,nissan,altima,27/04/2022
Ferrari F430 Novitec Tunero 2007,"509,999",67072,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,European Specs,700 - 800 HP,Gasoline,Left Hand Side,2007,Red, Dubai,Other,ferrari,f430,29/04/2022
PORSCHE CAYENNE EDITION 2017 - V6 - 2 YEARS WARRANTY,"169,000",134000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017,White, Dubai,Standard,porsche,cayenne,9/4/2022
Land Cruiser Pick Up 2021 // Local and Export,"125,000",0,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,6,Manual Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2021,White, Dubai,Other,toyota,land-cruiser,27/12/2021
2022 Toyota Land Cruiser 3.3L L1 GX | Fab Seats + Cruise + Sensor + Rear Cam | Export Only,"287,000",0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,Unknown,Diesel,Left Hand Side,,White, Dubai,Other,toyota,land-cruiser,19/03/2022
AED5215/month | 2015 Toyota Land Cruiser VXR 4.0L |  GCC Specifications | Ref#11440,"149,000",94582,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015,White, Abu Dhabi,VXR,toyota,land-cruiser,19/04/2022
"EXCLUSIVE OFFER • 3,250x60PM • 2017 Maserati Levante Zegna 3.0L 350hp V6 • Maserati Warran","209,000",59000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017,Grey, Dubai,3.0L,maserati,levante,6/5/2022
LC pick up 00 km // 2021 للتسجيل و التصدير,"125,000",0,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,4,Manual Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2021,White, Dubai,Other,toyota,land-cruiser-76-series,27/12/2021
(LHD) Lamborghini URUS 4.0P AT MY2022- Orange (VC: URUS4.0P_1) - EXPORT PRICE,"1,400,000",0,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,Other,600 - 700 HP,Gasoline,Left Hand Side,,Orange, Dubai,Other,lamborghini,urus,14/03/2022
Mercedes A250 Sedan 2019 Agency Warranty Full Service History GCC,"145,000",51000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2019,Grey, Dubai,A 250,mercedes-benz,a-class,12/5/2022
1960 CHEVROLET CORVETTE C1 *COLLECTORS ITEM*,"350,000",500,Perfect inside and out,Perfect inside and out,Dealer,Hard Top Convertible,8,Manual Transmission,Other,200 - 300 HP,Gasoline,Left Hand Side,1960,Black, Dubai,Other,chevrolet,corvette,28/10/2021
"BMW 750LI 2018 MASTER CLASS GCC, UNDER WARRANTY","249,000",54444,Perfect inside and out,Perfect inside and out,Owner,Sedan,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2018,White, Abu Dhabi,750Li xDrive,bmw,7-series,12/5/2022
"AED 1,350 /MONTH - TOYOTA RAV4 LE - 2019 - 1 YEARS WARRANTY","89,000",30000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,Other,200 - 300 HP,Gasoline,Left Hand Side,2019,Silver, Dubai,LE,toyota,rav-4,6/5/2022
GLE 350 FULL OPTION 2020 2YEARS WARRANTY OPEN KM,"236,000",49000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2020,White, Dubai,GLE 350,mercedes-benz,gle-class,20/03/2022
chevrolet lumina,"18,500",357000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2009,Red, Abu Dhabi,S,chevrolet,lumina,11/5/2022
Agency Warranty | Flexible D.P. | Range Rover Vogue SE Supercharged 2018 GCC,"275,000",133000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2018,White, Dubai,Vogue SE,land-rover,range-rover,28/04/2022
"LIMITED SPORT! + LEATHER + SCREEN + PANORAMIC + 4WD / GCC / 2015 / UNLIMITED KMS WARRANTY / 1,099DHS","77,800",112312,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015,White, Dubai,Limited Sport,ford,explorer,21/04/2022
AED605/month | 2016 Renault Captur LE 1.2L | Full Renault Service History | GCC Specs | Ref#13222,"33,000",119884,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2016,Blue, Dubai,LE,renault,captur,30/04/2022
Inspected Car | 2014 Dodge Durango Limited 5.7L | GCC Specifications | Ref#14036,"55,000",190385,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014,White, Dubai,Limited,dodge,durango,11/5/2022
HYUNDAI VELOSTER 2016,"39,000",46190,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4,Automatic Transmission,Other,200 - 300 HP,Gasoline,Left Hand Side,2016,Orange, Sharjah,GLS,hyundai,veloster,9/5/2022
2017 White Audi A8 L 50 TFSI QUATTRO 3.0L/ L Special Edition,"159,900",90000,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Sedan,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2017,White, Dubai,L,audi,a8,15/02/2022
toyota fortuner,"59,500",155000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2015,White, Sharjah,EXR,toyota,fortuner,26/03/2022
Brand New  Renault Zoe - Full Electric - REG/INS/WTY* INCLUDED - LIMITED TIME,"120,000",0,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,None,Automatic Transmission,GCC Specs,Less than 150 HP,Electric,Left Hand Side,2020,White, Dubai,Other,renault,other,14/12/2021
Amazing GV80 in super excellent condition,"225,000",23000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2021,Green, Dubai,Royal,genesis,gv80,19/04/2022
"2016 Lincoln Navigator, Full Service History, Warranty, GCC","110,000",146771,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016,White, Dubai,Other,lincoln,navigator,1/4/2022
2021 Brand NEW Ford Mustang Convertible 5.0 GT V8 **5Y Dealer Warranty  Service**,"259,000",10,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2021,White, Dubai,GT,ford,mustang,17/02/2022
AED1820/month | 2015 Ford Mustang 3.7L | GCC Specifications | Ref#9345,"52,000",209642,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015,Grey, Abu Dhabi,Other,ford,mustang,27/03/2022
2021 RANGE ROVER AUTOBIOGRAPHY P525 LWB | LOW KM | WITH WARRANTY,"649,000",9618,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,Other,500 - 600 HP,Gasoline,Left Hand Side,2021,Black, Dubai,Autobiography,land-rover,range-rover,7/4/2022
"2021 ROLLS ROYCE CULLINAN BLACK BADGE (GCC, WARRANTY AND SERVICE CONTRACT)","2,399,000",13123,Perfect inside and out,Perfect inside and out,Dealer,SUV,12,Manual Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2021,Black, Dubai,Standard,rolls-royce,cullinan,23/04/2022
"Brand new BMW750 Li, Single owner, free accidents, only car in UAE done 51000","41,000",51000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2006,White, Abu Dhabi,750Li,bmw,7-series,20/04/2022
Ferrari 612 Scaglietti | 2005 - Low Mileage | 5.7L V12 Engine | With Navigation And Camera,"265,000",82116,Perfect inside and out,Perfect inside and out,Dealer,Coupe,12,Automatic Transmission,Japanese Specs,500 - 600 HP,Gasoline,Left Hand Side,2005,Red, Dubai,Standard,ferrari,scaglietti,9/4/2022
